quantile,value,type,location,target,forecast_date,target_end_date
0.600,978,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,1048,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,1155,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,1282,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,1394,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,1557,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,1703,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,2020,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,2232,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,2529,quantile,05,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
NA,0,point,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,0,quantile,60,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
NA,0,point,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,0,quantile,60,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
NA,0,point,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,0,quantile,60,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
NA,0,point,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,0,quantile,60,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,228,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,283,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,314,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,367,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,415,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,447,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,478,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,511,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,543,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,567,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,605,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,633,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
NA,633,point,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,669,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,701,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,736,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,781,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,838,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,889,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,962,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,1062,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,1233,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,1347,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,1467,quantile,04,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,335,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,403,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,449,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,548,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,622,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,688,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,747,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,795,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,842,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,890,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,955,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,1011,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
NA,1011,point,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,1077,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,1160,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,1238,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,1320,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,1401,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,1510,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,1666,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,1852,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,2056,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,2459,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,2890,quantile,04,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,442,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,575,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,689,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,812,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,931,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,1027,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,1119,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,1191,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,1291,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,1375,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,1475,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,1568,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
NA,1568,point,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,1697,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,1810,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,1922,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,2063,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,2242,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,2442,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,2685,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,3074,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,3659,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,4237,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,5311,quantile,04,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,542,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,678,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,857,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,1078,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,1285,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,1448,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,1608,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,1760,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,1913,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,2103,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,2304,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,2498,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
NA,2498,point,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,2710,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,2935,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,3210,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,3456,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,3709,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,4053,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,4552,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,5114,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,6188,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,6774,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,8249,quantile,04,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,491,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,530,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,587,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,681,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,752,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,792,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,837,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,874,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,909,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,947,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,997,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,1038,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
NA,1038,point,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,1082,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,1128,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,1169,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,1225,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,1292,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,1371,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,1451,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,1574,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,1756,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,1972,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,2152,quantile,06,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,681,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,795,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,907,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,1042,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,1167,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,1257,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,1322,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,1406,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,1495,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,1577,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,1672,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,1744,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
NA,1744,point,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,1834,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,1936,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,2035,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,2152,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,2284,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,2439,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,2699,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,2992,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,3362,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,3835,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,4527,quantile,06,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,960,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,1089,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,1302,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,1589,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,1739,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,1882,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,2008,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,2155,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,2303,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,2445,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,2590,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,2762,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
NA,2762,point,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,2907,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,3072,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,3255,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,3452,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,3801,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,4146,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,4588,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,5146,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,6205,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,7456,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,9111,quantile,06,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,1224,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,1475,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,1701,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,2062,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,2378,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,2635,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,2918,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,3125,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,3387,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,3544,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,3852,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,4126,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
NA,4126,point,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,4414,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,4652,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,4946,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,5438,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,5908,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,6435,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,7075,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,8171,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,10151,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,11559,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,13904,quantile,06,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,93,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,113,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,129,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,153,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,171,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,187,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,203,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,220,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,236,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,248,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,261,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,278,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
NA,278,point,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,290,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,307,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,324,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,345,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,375,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,400,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,439,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,483,quantile,08,1 wk ahead inc death,2022-01-09,2022-01-15
